state,race,year,count,population,crude_rate_100k
Missouri,Asian or Pacific Islander,2008,0,32320,0
Missouri,Black or African American,2008,30,254200,11.8
Missouri,White,2008,211,1306220,16.150000000000002
Montana,Asian or Pacific Islander,2008,0,2232,0
Montana,Black or African American,2008,0,3238,0
Montana,White,2008,34,218887,15.530000000000001
Nebraska,Asian or Pacific Islander,2008,0,11444,0
Nebraska,White,2008,87,447358,19.450000000000003
Nevada,American Indian or Alaska Native,2008,0,16475,0
Nevada,White,2008,96,571773,16.790000000000003
New Hampshire,American Indian or Alaska Native,2008,0,1449,0
New Hampshire,Asian or Pacific Islander,2008,0,9178,0
New Hampshire,White,2008,70,316835,22.090000000000003
New Jersey,Asian or Pacific Islander,2008,23,201691,11.4
New Jersey,Black or African American,2008,66,415397,15.89
New Jersey,White,2008,338,1670091,20.240000000000002
New Mexico,Black or African American,2008,0,20156,0
New Mexico,White,2008,69,462496,14.92
New York,American Indian or Alaska Native,2008,0,64347,0
New York,Asian or Pacific Islander,2008,53,365539,14.5
New York,Black or African American,2008,161,1067515,15.080000000000002
New York,White,2008,707,3448152,20.5
North Carolina,Black or African American,2008,85,671302,12.66
North Carolina,White,2008,304,1733155,17.540000000000003
North Dakota,Black or African American,2008,0,4213,0
North Dakota,White,2008,22,147766,14.89
Ohio,American Indian or Alaska Native,2008,0,11502,0
Ohio,Black or African American,2008,55,525144,10.47
Ohio,White,2008,466,2509203,18.57
Oklahoma,American Indian or Alaska Native,2008,21,144401,14.540000000000001
Oklahoma,Black or African American,2008,20,112798,17.73
Oklahoma,White,2008,102,742441,13.740000000000002
Oregon,White,2008,172,859627,20.01
Pennsylvania,Black or African American,2008,74,506049,14.62
Pennsylvania,White,2008,448,2585035,17.330000000000002
Rhode Island,American Indian or Alaska Native,2008,0,3648,0
Rhode Island,Asian or Pacific Islander,2008,0,10363,0
Rhode Island,White,2008,43,223688,19.22
South Carolina,American Indian or Alaska Native,2008,0,8030,0
South Carolina,Asian or Pacific Islander,2008,0,19179,0
South Carolina,Black or African American,2008,46,422595,10.89
South Carolina,White,2008,127,767203,16.55
South Dakota,Asian or Pacific Islander,2008,0,2583,0
South Dakota,Black or African American,2008,0,5749,0
South Dakota,White,2008,27,181703,14.86
Tennessee,American Indian or Alaska Native,2008,0,8332,0
Tennessee,Black or African American,2008,66,366807,17.990000000000002
Tennessee,White,2008,249,1265045,19.680000000000003
Texas,Asian or Pacific Islander,2008,48,289144,16.6
Texas,Black or African American,2008,145,1020243,14.21
Texas,White,2008,1223,6015665,20.330000000000002
Utah,White,2008,172,861629,19.96
Vermont,American Indian or Alaska Native,2008,0,873,0
Vermont,Asian or Pacific Islander,2008,0,2631,0
Vermont,Black or African American,2008,0,3621,0
Vermont,White,2008,28,147008,19.05
Virginia,Asian or Pacific Islander,2008,18,126159,14.27
Virginia,Black or African American,2008,70,499299,14.02
Virginia,White,2008,252,1429030,17.630000000000003
Washington,Asian or Pacific Islander,2008,27,153259,17.62
Washington,White,2008,262,1429078,18.330000000000002
West Virginia,American Indian or Alaska Native,2008,0,939,0
West Virginia,Asian or Pacific Islander,2008,0,3567,0
West Virginia,White,2008,85,414601,20.5
Wisconsin,Black or African American,2008,22,156264,14.080000000000002
Wisconsin,White,2008,269,1278272,21.040000000000003
Wyoming,Asian or Pacific Islander,2008,0,1401,0
Wyoming,Black or African American,2008,0,2740,0
Alabama,American Indian or Alaska Native,2009,0,10675,0
Alabama,Asian or Pacific Islander,2009,0,17984,0
Alabama,Black or African American,2009,61,408509,14.930000000000001
Alabama,White,2009,145,841791,17.23
Alaska,American Indian or Alaska Native,2009,17,46732,36.38
Alaska,Black or African American,2009,0,12314,0
Arizona,American Indian or Alaska Native,2009,18,137769,13.07
Arizona,White,2009,273,1501458,18.180000000000003
Arkansas,Black or African American,2009,25,160757,15.55
Arkansas,White,2009,115,608109,18.91
California,Asian or Pacific Islander,2009,203,1375109,14.76
California,Black or African American,2009,117,866101,13.51
California,White,2009,1555,7960104,19.53
Colorado,White,2009,197,1190378,16.55
Connecticut,American Indian or Alaska Native,2009,0,6547,0
Connecticut,Black or African American,2009,18,138830,12.969999999999999
Connecticut,White,2009,174,733593,23.72
Delaware,American Indian or Alaska Native,2009,0,2055,0
Delaware,White,2009,29,155142,18.69
District of Columbia,American Indian or Alaska Native,2009,0,924,0
District of Columbia,Asian or Pacific Islander,2009,0,3599,0
Florida,American Indian or Alaska Native,2009,0,29642,0
Florida,Asian or Pacific Islander,2009,17,139627,12.18
Florida,Black or African American,2009,148,1058192,13.990000000000002
Florida,White,2009,619,3286186,18.84
Georgia,American Indian or Alaska Native,2009,0,18018,0
Georgia,Black or African American,2009,140,1010514,13.850000000000001
Georgia,White,2009,299,1647976,18.14
Hawaii,Asian or Pacific Islander,2009,38,270908,14.030000000000001
Hawaii,White,2009,18,53509,33.64
Idaho,Black or African American,2009,0,7378,0
Idaho,White,2009,72,446604,16.12
Illinois,American Indian or Alaska Native,2009,0,29877,0
Illinois,Asian or Pacific Islander,2009,23,166361,13.830000000000002
Illinois,Black or African American,2009,68,660810,10.290000000000001
Illinois,White,2009,502,2652716,18.919999999999998
Indiana,American Indian or Alaska Native,2009,0,9459,0
Indiana,Black or African American,2009,23,235221,9.780000000000001
Indiana,White,2009,268,1529582,17.52
Iowa,White,2009,150,749257,20.02
Kansas,White,2009,127,694604,18.28
Kentucky,American Indian or Alaska Native,2009,0,3615,0
Kentucky,Black or African American,2009,23,123518,18.62
Kentucky,White,2009,178,999791,17.8
Louisiana,Black or African American,2009,62,495969,12.5
Louisiana,White,2009,130,722794,17.990000000000002
Maine,Black or African American,2009,0,9744,0
Maine,White,2009,44,296896,14.82
Maryland,American Indian or Alaska Native,2009,0,10696,0
Maryland,Black or African American,2009,102,540232,18.880000000000003
Maryland,White,2009,172,875949,19.64
Massachusetts,American Indian or Alaska Native,2009,0,11544,0
Massachusetts,Asian or Pacific Islander,2009,23,102948,22.340000000000003
Massachusetts,Black or African American,2009,26,180030,14.440000000000001
Massachusetts,White,2009,267,1333614,20.02
Michigan,Black or African American,2009,57,508354,11.21
Michigan,White,2009,402,2063137,19.480000000000004
Minnesota,Black or African American,2009,25,130506,19.16
Minnesota,White,2009,233,1188422,19.61
Mississippi,American Indian or Alaska Native,2009,0,6226,0
Mississippi,Asian or Pacific Islander,2009,0,8504,0
Mississippi,Black or African American,2009,47,382744,12.280000000000001
Mississippi,White,2009,78,455723,17.12
Missouri,Black or African American,2009,25,254942,9.81
Missouri,White,2009,234,1303323,17.95
Montana,Asian or Pacific Islander,2009,0,2311,0
Montana,Black or African American,2009,0,3346,0
Montana,White,2009,41,218206,18.790000000000003
Nebraska,American Indian or Alaska Native,2009,0,11031,0
Nebraska,White,2009,76,449069,16.919999999999998
Nevada,White,2009,103,573186,17.97
New Hampshire,American Indian or Alaska Native,2009,0,1445,0
New Hampshire,Asian or Pacific Islander,2009,0,9546,0
New Hampshire,Black or African American,2009,0,8082,0
New Hampshire,White,2009,64,311053,20.580000000000002
New Jersey,Asian or Pacific Islander,2009,38,207456,18.32
New Jersey,Black or African American,2009,75,414852,18.080000000000002
New Jersey,White,2009,394,1657041,23.78
New Mexico,White,2009,71,466125,15.230000000000002
New York,Asian or Pacific Islander,2009,84,373468,22.490000000000002
New York,Black or African American,2009,137,1061760,12.9
New York,White,2009,710,3418559,20.77
North Carolina,Black or African American,2009,90,680255,13.230000000000002
North Carolina,White,2009,305,1747022,17.46
North Dakota,Asian or Pacific Islander,2009,0,2026,0
North Dakota,Black or African American,2009,0,4452,0
North Dakota,White,2009,26,148147,17.55
Ohio,American Indian or Alaska Native,2009,0,11702,0
Ohio,Black or African American,2009,67,526344,12.73
Ohio,White,2009,428,2487599,17.21
Oklahoma,American Indian or Alaska Native,2009,29,147588,19.650000000000002
Oklahoma,White,2009,121,749066,16.150000000000002
Oregon,White,2009,146,857377,17.03
Pennsylvania,Black or African American,2009,88,509435,17.27
Pennsylvania,White,2009,476,2565098,18.56
Rhode Island,White,2009,39,219782,17.740000000000002
South Carolina,American Indian or Alaska Native,2009,0,8265,0
South Carolina,Black or African American,2009,41,423443,9.68
South Carolina,White,2009,128,773951,16.540000000000003
South Dakota,Asian or Pacific Islander,2009,0,2780,0
South Dakota,Black or African American,2009,0,6123,0
South Dakota,White,2009,38,182104,20.87
Tennessee,Black or African American,2009,58,366722,15.82
Tennessee,White,2009,232,1268038,18.3
Texas,Asian or Pacific Islander,2009,50,304047,16.44
Texas,Black or African American,2009,158,1039560,15.200000000000001
Texas,White,2009,1210,6107118,19.810000000000002
Utah,White,2009,159,880005,18.07
Vermont,American Indian or Alaska Native,2009,0,885,0
Vermont,Asian or Pacific Islander,2009,0,2729,0
Vermont,Black or African American,2009,0,3793,0
Vermont,White,2009,24,144384,16.62
Virginia,American Indian or Alaska Native,2009,0,13738,0
Virginia,Black or African American,2009,56,501774,11.16
Virginia,White,2009,229,1429330,16.02
Washington,Asian or Pacific Islander,2009,30,159147,18.85
Washington,White,2009,271,1436654,18.86
West Virginia,American Indian or Alaska Native,2009,0,902,0
West Virginia,White,2009,80,413910,19.330000000000002
Wisconsin,Black or African American,2009,23,157936,14.56
Wisconsin,White,2009,235,1271940,18.48
Wyoming,Asian or Pacific Islander,2009,0,1522,0
Wyoming,White,2009,27,140721,19.19
Alabama,American Indian or Alaska Native,2010,0,10981,0
Alabama,Black or African American,2010,41,406355,10.090000000000002
Alabama,White,2010,143,837260,17.080000000000002
Alaska,White,2010,29,132461,21.89
Arizona,American Indian or Alaska Native,2010,18,137474,13.090000000000002
Arizona,White,2010,286,1494386,19.14
Arkansas,Black or African American,2010,24,161119,14.9
Arkansas,White,2010,103,609667,16.89
California,Asian or Pacific Islander,2010,192,1393891,13.77
California,Black or African American,2010,121,862904,14.02
California,White,2010,1582,7912862,19.990000000000002
Colorado,White,2010,227,1194515,19
Connecticut,American Indian or Alaska Native,2010,0,6971,0
Connecticut,Black or African American,2010,16,139683,11.450000000000001
Connecticut,White,2010,166,726344,22.85
Delaware,American Indian or Alaska Native,2010,0,2159,0
Delaware,White,2010,29,153586,18.880000000000003
District of Columbia,American Indian or Alaska Native,2010,0,951,0
Florida,American Indian or Alaska Native,2010,0,29789,0
Florida,Asian or Pacific Islander,2010,22,142702,15.42
Florida,Black or African American,2010,148,1057132,14
Florida,White,2010,675,3274058,20.62
Georgia,American Indian or Alaska Native,2010,0,18813,0
Georgia,Black or African American,2010,161,1015745,15.850000000000001
Georgia,White,2010,288,1642488,17.53
Hawaii,American Indian or Alaska Native,2010,0,1404,0
Hawaii,Asian or Pacific Islander,2010,49,272129,18.01
Idaho,Asian or Pacific Islander,2010,0,8054,0
Idaho,White,2010,73,448513,16.28
Illinois,Black or African American,2010,111,653417,16.990000000000002
Illinois,White,2010,497,2637087,18.85
Indiana,American Indian or Alaska Native,2010,0,9728,0
Indiana,Black or African American,2010,40,237113,16.87
Indiana,White,2010,292,1520717,19.200000000000003
Iowa,American Indian or Alaska Native,2010,0,6200,0
Iowa,White,2010,140,747747,18.72
Kansas,White,2010,139,697729,19.92
Kentucky,American Indian or Alaska Native,2010,0,3609,0
Kentucky,Black or African American,2010,17,125320,13.57
Kentucky,White,2010,192,999417,19.21
Louisiana,Black or African American,2010,57,496332,11.48
Louisiana,White,2010,151,723067,20.880000000000003
Maine,American Indian or Alaska Native,2010,0,3342,0
Maine,Asian or Pacific Islander,2010,0,5107,0
Maine,White,2010,59,291708,20.230000000000004
Maryland,Black or African American,2010,65,540099,12.030000000000001
Maryland,White,2010,139,871225,15.950000000000001
Massachusetts,Black or African American,2010,24,181165,13.25
Massachusetts,White,2010,254,1325795,19.16
Michigan,Black or African American,2010,91,499701,18.21
Michigan,White,2010,411,2025929,20.290000000000003
Minnesota,Black or African American,2010,17,132293,12.850000000000001
Minnesota,White,2010,212,1183380,17.91
Mississippi,Black or African American,2010,53,380900,13.91
Mississippi,White,2010,77,451103,17.07
Missouri,Black or African American,2010,47,254371,18.48
Missouri,White,2010,219,1297824,16.87
Montana,Asian or Pacific Islander,2010,0,2328,0
Montana,Black or African American,2010,0,3474,0
Montana,White,2010,47,217463,21.61
Nebraska,White,2010,94,450695,20.86
Nevada,White,2010,110,567741,19.380000000000003
New Hampshire,American Indian or Alaska Native,2010,0,1418,0
New Hampshire,White,2010,65,305666,21.27
New Jersey,Asian or Pacific Islander,2010,31,212579,14.580000000000002
New Jersey,Black or African American,2010,57,414155,13.76
New Jersey,White,2010,354,1646117,21.51
New Mexico,Black or African American,2010,0,21298,0
New Mexico,White,2010,93,468481,19.85
New York,Asian or Pacific Islander,2010,68,380217,17.880000000000003
New York,Black or African American,2010,145,1056477,13.719999999999999
New York,White,2010,757,3387588,22.35
North Carolina,Black or African American,2010,99,683016,14.490000000000002
North Carolina,White,2010,361,1748616,20.64
North Dakota,Asian or Pacific Islander,2010,0,2069,0
North Dakota,Black or African American,2010,0,4845,0
North Dakota,White,2010,24,149492,16.05
Ohio,American Indian or Alaska Native,2010,0,11812,0
Ohio,Black or African American,2010,69,524528,13.15
Ohio,White,2010,438,2460693,17.8
Oklahoma,American Indian or Alaska Native,2010,30,150495,19.930000000000003
Oklahoma,Black or African American,2010,16,117278,13.64
Oklahoma,White,2010,116,751414,15.440000000000001
Oregon,White,2010,156,852584,18.3
Pennsylvania,Asian or Pacific Islander,2010,24,109605,21.900000000000002
Pennsylvania,Black or African American,2010,81,508270,15.940000000000001
Pennsylvania,White,2010,547,2540399,21.53
Rhode Island,American Indian or Alaska Native,2010,0,3947,0
Rhode Island,White,2010,36,215790,16.680000000000003
South Carolina,Black or African American,2010,57,420834,13.540000000000001
South Carolina,White,2010,120,772617,15.530000000000001
South Dakota,Asian or Pacific Islander,2010,0,2906,0
South Dakota,White,2010,26,183793,14.15
Tennessee,American Indian or Alaska Native,2010,0,8545,0
Tennessee,Black or African American,2010,55,366286,15.02
Tennessee,White,2010,212,1266612,16.740000000000002
Texas,Asian or Pacific Islander,2010,48,316720,15.16
Texas,Black or African American,2010,156,1052448,14.82
Texas,White,2010,1266,6166044,20.53
Utah,Black or African American,2010,0,20268,0
Utah,White,2010,164,892943,18.37
Vermont,American Indian or Alaska Native,2010,0,873,0
Vermont,Asian or Pacific Islander,2010,0,2837,0
Vermont,White,2010,24,142620,16.830000000000002
Virginia,Black or African American,2010,64,503310,12.72
Virginia,White,2010,262,1430688,18.31
Washington,Asian or Pacific Islander,2010,27,163858,16.48
Washington,White,2010,256,1435808,17.830000000000002
West Virginia,American Indian or Alaska Native,2010,0,874,0
West Virginia,Asian or Pacific Islander,2010,0,3634,0
West Virginia,White,2010,70,411470,17.01
Wisconsin,Black or African American,2010,18,158292,11.370000000000001
Wisconsin,White,2010,225,1264409,17.790000000000003
Wyoming,American Indian or Alaska Native,2010,0,6252,0
Wyoming,Asian or Pacific Islander,2010,0,1524,0
Wyoming,White,2010,24,140763,17.05
Alabama,American Indian or Alaska Native,2011,0,10578,0
Alabama,Asian or Pacific Islander,2011,0,19338,0
Alabama,Black or African American,2011,56,402268,13.92
Alabama,White,2011,137,831711,16.47
Alaska,White,2011,25,131654,18.990000000000002
Arizona,American Indian or Alaska Native,2011,18,136840,13.15
Arizona,Black or African American,2011,20,118398,16.89
Arizona,White,2011,292,1474015,19.810000000000002
Arkansas,American Indian or Alaska Native,2011,0,9689,0
Arkansas,Black or African American,2011,26,159955,16.25
Arkansas,White,2011,100,608246,16.44
California,Asian or Pacific Islander,2011,198,1396248,14.180000000000001
California,Black or African American,2011,109,851248,12.8
California,White,2011,1497,7866169,19.03
Colorado,American Indian or Alaska Native,2011,0,33229,0
Colorado,White,2011,211,1200010,17.580000000000002
Connecticut,Black or African American,2011,24,138278,17.36
Connecticut,White,2011,140,725068,19.310000000000002
Delaware,American Indian or Alaska Native,2011,0,2116,0
Delaware,White,2011,29,152508,19.02
District of Columbia,American Indian or Alaska Native,2011,0,958,0
District of Columbia,Asian or Pacific Islander,2011,0,4088,0
Florida,Black or African American,2011,158,1059665,14.91
Florida,White,2011,669,3254624,20.560000000000002
Georgia,Black or African American,2011,139,1018144,13.65
Georgia,White,2011,333,1634517,20.37
Hawaii,American Indian or Alaska Native,2011,0,1460,0
Hawaii,Asian or Pacific Islander,2011,43,273584,15.719999999999999
Hawaii,Black or African American,2011,0,12670,0
Hawaii,White,2011,18,53172,33.85
Idaho,American Indian or Alaska Native,2011,0,11554,0
Idaho,Black or African American,2011,0,7764,0
Idaho,White,2011,80,448134,17.85
Illinois,American Indian or Alaska Native,2011,0,30755,0
Illinois,Asian or Pacific Islander,2011,23,175671,13.090000000000002
Illinois,Black or African American,2011,79,642529,12.3
Illinois,White,2011,509,2618928,19.44
Indiana,American Indian or Alaska Native,2011,0,9649,0
Indiana,Black or African American,2011,26,237876,10.93
Indiana,White,2011,276,1509259,18.290000000000003
Iowa,American Indian or Alaska Native,2011,0,6422,0
Iowa,White,2011,166,745925,22.25
Kansas,White,2011,120,697639,17.2
Kentucky,American Indian or Alaska Native,2011,0,3536,0
Kentucky,Black or African American,2011,24,126162,19.02
Kentucky,White,2011,200,994492,20.11
Louisiana,American Indian or Alaska Native,2011,0,11919,0
Louisiana,Black or African American,2011,69,494005,13.969999999999999
Louisiana,White,2011,152,718080,21.17
Maine,American Indian or Alaska Native,2011,0,3300,0
Maine,White,2011,65,287602,22.6
Maryland,Black or African American,2011,75,538958,13.92
Maryland,White,2011,169,872038,19.380000000000003
Massachusetts,American Indian or Alaska Native,2011,0,11807,0
Massachusetts,Asian or Pacific Islander,2011,19,109643,17.330000000000002
Massachusetts,Black or African American,2011,21,183898,11.420000000000002
Massachusetts,White,2011,270,1321530,20.430000000000003
Michigan,Black or African American,2011,67,490996,13.65
Michigan,White,2011,438,1997118,21.930000000000003
Minnesota,Asian or Pacific Islander,2011,19,87771,21.650000000000002
Minnesota,White,2011,204,1179332,17.3
Mississippi,Black or African American,2011,43,376414,11.420000000000002
Mississippi,White,2011,91,447221,20.35
Missouri,Black or African American,2011,43,252215,17.05
Missouri,White,2011,231,1286387,17.96
Montana,Asian or Pacific Islander,2011,0,2492,0
Montana,Black or African American,2011,0,3739,0
Montana,White,2011,37,217110,17.040000000000003
Nebraska,American Indian or Alaska Native,2011,0,11805,0
Nebraska,White,2011,97,452244,21.450000000000003
Nevada,American Indian or Alaska Native,2011,0,16998,0
Nevada,White,2011,94,559127,16.81
New Hampshire,American Indian or Alaska Native,2011,0,1442,0
New Hampshire,White,2011,58,302128,19.200000000000003
New Jersey,Asian or Pacific Islander,2011,39,218022,17.89
New Jersey,Black or African American,2011,64,413079,15.490000000000002
New Jersey,White,2011,362,1643208,22.03
New Mexico,White,2011,71,466988,15.200000000000001
New York,Asian or Pacific Islander,2011,63,388320,16.22
New York,Black or African American,2011,146,1050656,13.9
New York,White,2011,738,3378194,21.85
North Carolina,Black or African American,2011,85,681024,12.48
North Carolina,White,2011,345,1743103,19.790000000000003
North Dakota,Asian or Pacific Islander,2011,0,2214,0
North Dakota,White,2011,22,151740,14.5
Ohio,Black or African American,2011,68,522295,13.02
Ohio,White,2011,424,2431815,17.44
Oklahoma,American Indian or Alaska Native,2011,32,152059,21.040000000000003
Oklahoma,Black or African American,2011,19,117680,16.150000000000002
Oklahoma,White,2011,108,750524,14.39
Oregon,White,2011,179,847379,21.12
Pennsylvania,Asian or Pacific Islander,2011,16,113965,14.040000000000001
Pennsylvania,Black or African American,2011,62,509101,12.18
Pennsylvania,White,2011,524,2517014,20.82
Rhode Island,White,2011,45,212481,21.180000000000003
South Carolina,American Indian or Alaska Native,2011,0,8503,0
South Carolina,Black or African American,2011,60,415793,14.430000000000001
South Carolina,White,2011,139,768493,18.09
South Dakota,Black or African American,2011,0,6767,0
South Dakota,White,2011,34,184298,18.45
Tennessee,Black or African American,2011,54,365383,14.780000000000001
Tennessee,White,2011,259,1260586,20.55
Texas,Asian or Pacific Islander,2011,51,327490,15.57
Texas,Black or African American,2011,135,1060096,12.73
Texas,White,2011,1305,6207193,21.02
Utah,White,2011,178,898291,19.82
Vermont,American Indian or Alaska Native,2011,0,850,0
Vermont,Asian or Pacific Islander,2011,0,3050,0
Vermont,White,2011,22,141851,15.51
Virginia,American Indian or Alaska Native,2011,0,14307,0
Virginia,Asian or Pacific Islander,2011,20,141973,14.090000000000002
Virginia,Black or African American,2011,55,500339,10.990000000000002
Virginia,White,2011,235,1435602,16.37
Washington,Asian or Pacific Islander,2011,24,166644,14.4
Washington,Black or African American,2011,17,119072,14.280000000000001
Washington,White,2011,276,1429914,19.3
West Virginia,American Indian or Alaska Native,2011,0,872,0
West Virginia,Asian or Pacific Islander,2011,0,3746,0
West Virginia,Black or African American,2011,0,22644,0
West Virginia,White,2011,83,408030,20.340000000000003
Wisconsin,Black or African American,2011,21,158530,13.25
Wisconsin,White,2011,214,1257651,17.02
Wyoming,Black or African American,2011,0,2884,0
Wyoming,White,2011,18,139982,12.86
Alabama,American Indian or Alaska Native,2012,0,10225,0
Alabama,Black or African American,2012,64,399664,16.01
Alabama,White,2012,144,827416,17.400000000000002
Alaska,White,2012,22,129936,16.930000000000003
Arizona,American Indian or Alaska Native,2012,25,136724,18.290000000000003
Arizona,White,2012,291,1465394,19.86
Arkansas,American Indian or Alaska Native,2012,0,9815,0
Arkansas,Black or African American,2012,23,158794,14.480000000000002
Arkansas,White,2012,92,606236,15.180000000000001
California,Asian or Pacific Islander,2012,208,1407611,14.780000000000001
California,Black or African American,2012,106,839187,12.63
California,White,2012,1509,7817485,19.3
Colorado,White,2012,220,1200923,18.32
Connecticut,American Indian or Alaska Native,2012,0,7075,0
Connecticut,Black or African American,2012,17,136906,12.420000000000002
Connecticut,White,2012,151,719989,20.97
Delaware,American Indian or Alaska Native,2012,0,2068,0
Delaware,White,2012,37,152126,24.32
District of Columbia,American Indian or Alaska Native,2012,0,1030,0
District of Columbia,Asian or Pacific Islander,2012,0,4534,0
Florida,Asian or Pacific Islander,2012,27,146935,18.380000000000003
Florida,Black or African American,2012,133,1061760,12.530000000000001
Florida,White,2012,658,3248788,20.25
Georgia,Asian or Pacific Islander,2012,16,112533,14.219999999999999
Georgia,Black or African American,2012,168,1018331,16.5
Georgia,White,2012,303,1629391,18.6
Hawaii,American Indian or Alaska Native,2012,0,1420,0
Hawaii,Asian or Pacific Islander,2012,41,275634,14.87
Idaho,White,2012,85,447656,18.990000000000002
Illinois,Asian or Pacific Islander,2012,26,180828,14.380000000000003
Illinois,Black or African American,2012,74,632005,11.71
Illinois,White,2012,479,2594836,18.46
Indiana,American Indian or Alaska Native,2012,0,9596,0
Indiana,Black or African American,2012,31,237666,13.040000000000001
Indiana,White,2012,305,1495340,20.400000000000002
Iowa,White,2012,143,742072,19.27
Kansas,White,2012,149,696348,21.400000000000002
Kentucky,American Indian or Alaska Native,2012,0,3495,0
Kentucky,Black or African American,2012,20,126108,15.86
Kentucky,White,2012,196,989029,19.82
Louisiana,Black or African American,2012,66,491408,13.430000000000001
Louisiana,White,2012,149,715376,20.830000000000002
Maine,Black or African American,2012,0,10152,0
Maine,White,2012,52,283591,18.34
Maryland,Black or African American,2012,71,536764,13.230000000000002
Maryland,White,2012,158,870815,18.14
Massachusetts,Asian or Pacific Islander,2012,16,113369,14.11
Massachusetts,Black or African American,2012,26,187407,13.87
Massachusetts,White,2012,267,1312744,20.340000000000003
Michigan,Asian or Pacific Islander,2012,17,87941,19.330000000000002
Michigan,Black or African American,2012,79,483130,16.35
Michigan,White,2012,421,1973312,21.330000000000002
Minnesota,Asian or Pacific Islander,2012,21,89605,23.44
Minnesota,White,2012,262,1171215,22.37
Mississippi,American Indian or Alaska Native,2012,0,6249,0
Mississippi,Asian or Pacific Islander,2012,0,8821,0
Mississippi,Black or African American,2012,52,371346,14
Mississippi,White,2012,77,444850,17.31
Missouri,Black or African American,2012,41,250164,16.39
Missouri,White,2012,219,1274587,17.180000000000003
Montana,Asian or Pacific Islander,2012,0,2493,0
Montana,White,2012,40,216104,18.51
Nebraska,White,2012,97,452735,21.430000000000003
Nevada,White,2012,90,554603,16.23
New Hampshire,American Indian or Alaska Native,2012,0,1403,0
New Hampshire,Black or African American,2012,0,8586,0
New Hampshire,White,2012,60,297238,20.19
New Jersey,Asian or Pacific Islander,2012,30,222815,13.46
New Jersey,Black or African American,2012,69,411287,16.78
New Jersey,White,2012,353,1632159,21.630000000000003
New Mexico,White,2012,68,462459,14.700000000000001
New York,Asian or Pacific Islander,2012,78,398538,19.57
New York,Black or African American,2012,167,1044398,15.990000000000002
New York,White,2012,751,3361478,22.340000000000003
North Carolina,Black or African American,2012,91,679594,13.39
North Carolina,White,2012,333,1736158,19.180000000000003
North Dakota,Asian or Pacific Islander,2012,0,2405,0
North Dakota,Black or African American,2012,0,5810,0
North Dakota,White,2012,16,155825,10.270000000000001
Ohio,Black or African American,2012,66,519662,12.700000000000001
Ohio,White,2012,412,2403950,17.14
Oklahoma,American Indian or Alaska Native,2012,27,152613,17.69
Oklahoma,White,2012,129,750671,17.180000000000003
Oregon,White,2012,172,841787,20.430000000000003
Pennsylvania,Black or African American,2012,71,509431,13.940000000000001
Pennsylvania,White,2012,503,2490684,20.200000000000003
Rhode Island,American Indian or Alaska Native,2012,0,4327,0
Rhode Island,White,2012,51,210128,24.27
South Carolina,Black or African American,2012,48,411708,11.66
South Carolina,White,2012,136,768319,17.7
South Dakota,Asian or Pacific Islander,2012,0,3528,0
South Dakota,White,2012,25,184098,13.580000000000002
Tennessee,Black or African American,2012,55,365060,15.07
Tennessee,White,2012,242,1259597,19.21
Texas,Asian or Pacific Islander,2012,63,341322,18.46
Texas,Black or African American,2012,131,1069533,12.25
Texas,White,2012,1303,6243682,20.87
Utah,American Indian or Alaska Native,2012,0,19339,0
Utah,White,2012,172,902570,19.06
Vermont,American Indian or Alaska Native,2012,0,812,0
Vermont,Asian or Pacific Islander,2012,0,3110,0
Vermont,White,2012,19,140184,13.55
Virginia,American Indian or Alaska Native,2012,0,14108,0
Virginia,Asian or Pacific Islander,2012,16,146859,10.89
Virginia,Black or African American,2012,52,498683,10.43
Virginia,White,2012,236,1440679,16.380000000000003
Washington,Asian or Pacific Islander,2012,29,170114,17.05
Washington,Black or African American,2012,27,121297,22.26
Washington,White,2012,265,1423074,18.62
West Virginia,American Indian or Alaska Native,2012,0,893,0
West Virginia,White,2012,67,405646,16.52
Wisconsin,Black or African American,2012,21,158204,13.27
Wisconsin,White,2012,240,1248074,19.230000000000004
Wyoming,Black or African American,2012,0,3181,0
Wyoming,White,2012,22,140433,15.67
Alabama,American Indian or Alaska Native,2013,0,9925,0
Alabama,Black or African American,2013,48,396785,12.100000000000001
Alabama,White,2013,162,824765,19.64
Alaska,White,2013,19,128761,14.76
Arizona,American Indian or Alaska Native,2013,18,136453,13.190000000000001
Arizona,White,2013,263,1458067,18.040000000000003
Arkansas,Black or African American,2013,19,157738,12.05
Arkansas,White,2013,108,603986,17.880000000000003
California,Asian or Pacific Islander,2013,194,1430115,13.57
California,Black or African American,2013,119,828685,14.36
California,White,2013,1538,7773476,19.790000000000003
Colorado,White,2013,207,1202696,17.21
Connecticut,Black or African American,2013,18,135350,13.3
Connecticut,White,2013,142,710797,19.980000000000004
Delaware,American Indian or Alaska Native,2013,0,2041,0
Delaware,White,2013,21,150881,13.92
District of Columbia,American Indian or Alaska Native,2013,0,1213,0
District of Columbia,Black or African American,2013,20,83224,24.03
Florida,American Indian or Alaska Native,2013,0,29278,0
Florida,Black or African American,2013,138,1069393,12.9
Florida,White,2013,679,3255121,20.86
Georgia,Asian or Pacific Islander,2013,19,117138,16.22
Georgia,Black or African American,2013,162,1016348,15.940000000000001
Georgia,White,2013,323,1624354,19.880000000000003
Hawaii,American Indian or Alaska Native,2013,0,1453,0
