state,race,year,count,population,crude_rate_100k
Wisconsin,Black or African American,2017,25,160087,15.62
Wisconsin,White,2017,241,1209006,19.930000000000003
Wyoming,Asian or Pacific Islander,2017,0,1854,0
Wyoming,White,2017,22,138658,15.87
Alabama,Black or African American,2018,50,392383,12.740000000000002
Alabama,White,2018,145,826811,17.540000000000003
Alaska,White,2018,24,120759,19.87
Arizona,American Indian or Alaska Native,2018,19,139701,13.600000000000001
Arizona,White,2018,320,1443441,22.17
Arkansas,Black or African American,2018,31,156515,19.810000000000002
Arkansas,White,2018,93,597299,15.57
California,American Indian or Alaska Native,2018,21,238661,8.8
California,Asian or Pacific Islander,2018,258,1551858,16.630000000000003
California,Black or African American,2018,88,789417,11.15
California,White,2018,1470,7532216,19.52
Colorado,Black or African American,2018,17,98456,17.27
Colorado,White,2018,223,1220244,18.28
Connecticut,American Indian or Alaska Native,2018,0,8246,0
Connecticut,Black or African American,2018,18,132023,13.630000000000003
Connecticut,White,2018,128,672085,19.05
Delaware,American Indian or Alaska Native,2018,0,2155,0
Delaware,White,2018,41,149037,27.510000000000005
District of Columbia,American Indian or Alaska Native,2018,0,1413,0
District of Columbia,Asian or Pacific Islander,2018,0,5988,0
Florida,Asian or Pacific Islander,2018,27,170842,15.8
Florida,Black or African American,2018,157,1124353,13.96
Florida,White,2018,720,3407012,21.130000000000003
Georgia,Asian or Pacific Islander,2018,17,138501,12.270000000000001
Georgia,Black or African American,2018,146,1048255,13.930000000000001
Georgia,White,2018,352,1624004,21.67
Hawaii,Asian or Pacific Islander,2018,42,278438,15.080000000000002
Idaho,Black or African American,2018,0,9517,0
Idaho,White,2018,66,473003,13.950000000000001
Illinois,Asian or Pacific Islander,2018,35,201801,17.34
Illinois,Black or African American,2018,80,580302,13.790000000000001
Illinois,White,2018,508,2447609,20.75
Indiana,American Indian or Alaska Native,2018,0,9758,0
Indiana,Black or African American,2018,32,249429,12.830000000000002
Indiana,White,2018,280,1466087,19.1
Iowa,White,2018,113,734489,15.380000000000003
Kansas,White,2018,116,682508,17
Kentucky,American Indian or Alaska Native,2018,0,3571,0
Kentucky,Black or African American,2018,24,130833,18.34
Kentucky,White,2018,212,978056,21.680000000000003
Louisiana,American Indian or Alaska Native,2018,0,12168,0
Louisiana,Black or African American,2018,69,482530,14.3
Louisiana,White,2018,168,710287,23.650000000000002
Maine,American Indian or Alaska Native,2018,0,3173,0
Maine,White,2018,59,267402,22.060000000000002
Maryland,Asian or Pacific Islander,2018,17,117293,14.490000000000002
Maryland,Black or African American,2018,68,537296,12.66
Maryland,White,2018,144,863528,16.680000000000003
Massachusetts,American Indian or Alaska Native,2018,0,12011,0
Massachusetts,Asian or Pacific Islander,2018,23,134615,17.09
Massachusetts,Black or African American,2018,24,208781,11.5
Massachusetts,White,2018,224,1256925,17.82
Michigan,Black or African American,2018,65,464146,14
Michigan,White,2018,394,1882357,20.930000000000003
Minnesota,Black or African American,2018,28,176480,15.87
Minnesota,White,2018,259,1148664,22.55
Mississippi,Black or African American,2018,40,348573,11.48
Mississippi,White,2018,76,430314,17.66
Missouri,American Indian or Alaska Native,2018,0,13294,0
Missouri,Black or African American,2018,34,248412,13.690000000000001
Missouri,White,2018,224,1245618,17.98
Montana,Asian or Pacific Islander,2018,0,2899,0
Montana,Black or African American,2018,0,4363,0
Montana,White,2018,49,219894,22.28
Nebraska,White,2018,100,460328,21.72
Nevada,Black or African American,2018,16,109955,14.55
Nevada,White,2018,120,560597,21.41
New Hampshire,American Indian or Alaska Native,2018,0,1303,0
New Hampshire,Black or African American,2018,0,9996,0
New Hampshire,White,2018,60,276245,21.72
New Jersey,Asian or Pacific Islander,2018,46,249874,18.41
New Jersey,Black or African American,2018,58,410669,14.12
New Jersey,White,2018,336,1587834,21.16
New Mexico,White,2018,78,429054,18.180000000000003
New York,Asian or Pacific Islander,2018,92,456951,20.130000000000003
New York,Black or African American,2018,158,1007379,15.680000000000001
New York,White,2018,726,3242166,22.39
North Carolina,Asian or Pacific Islander,2018,21,109547,19.169999999999998
North Carolina,Black or African American,2018,74,685536,10.790000000000001
North Carolina,White,2018,314,1736951,18.080000000000002
North Dakota,Asian or Pacific Islander,2018,0,4254,0
North Dakota,White,2018,27,170007,15.880000000000003
Ohio,American Indian or Alaska Native,2018,0,12294,0
Ohio,Black or African American,2018,71,536891,13.219999999999999
Ohio,White,2018,455,2311210,19.69
Oklahoma,American Indian or Alaska Native,2018,31,158634,19.540000000000003
Oklahoma,White,2018,127,755142,16.82
Oregon,White,2018,149,842684,17.680000000000003
Pennsylvania,American Indian or Alaska Native,2018,0,20844,0
Pennsylvania,Asian or Pacific Islander,2018,17,143487,11.850000000000001
Pennsylvania,Black or African American,2018,68,522166,13.02
Pennsylvania,White,2018,438,2381837,18.39
Rhode Island,American Indian or Alaska Native,2018,0,5364,0
Rhode Island,White,2018,42,198455,21.16
South Carolina,American Indian or Alaska Native,2018,0,9067,0
South Carolina,Black or African American,2018,32,403408,7.93
South Carolina,White,2018,160,800262,19.990000000000002
South Dakota,Black or African American,2018,0,10292,0
South Dakota,White,2018,30,188209,15.940000000000001
Tennessee,Black or African American,2018,38,365406,10.4
Tennessee,White,2018,197,1282924,15.36
Texas,Asian or Pacific Islander,2018,76,445229,17.07
Texas,Black or African American,2018,175,1172729,14.92
Texas,White,2018,1343,6499959,20.66
Utah,White,2018,198,955056,20.730000000000004
Vermont,American Indian or Alaska Native,2018,0,724,0
Vermont,Black or African American,2018,0,4241,0
Vermont,White,2018,23,131524,17.490000000000002
Virginia,American Indian or Alaska Native,2018,0,14176,0
Virginia,Black or African American,2018,54,500247,10.790000000000001
Virginia,White,2018,238,1439754,16.53
Washington,Asian or Pacific Islander,2018,49,206433,23.740000000000002
Washington,Black or African American,2018,16,138512,11.55
Washington,White,2018,257,1445077,17.78
West Virginia,American Indian or Alaska Native,2018,0,924,0
West Virginia,White,2018,84,385952,21.76
Wisconsin,Black or African American,2018,22,160928,13.67
Wisconsin,White,2018,241,1203590,20.02
Wyoming,American Indian or Alaska Native,2018,0,7144,0
Wyoming,Asian or Pacific Islander,2018,0,1858,0
Wyoming,White,2018,24,137050,17.51
Alabama,American Indian or Alaska Native,2019,0,9313,0
Alabama,Black or African American,2019,49,392433,12.490000000000002
Alabama,White,2019,131,827240,15.840000000000002
Alaska,White,2019,19,118587,16.02
Arizona,American Indian or Alaska Native,2019,17,139606,12.18
Arizona,Black or African American,2019,19,140641,13.51
Arizona,White,2019,291,1441551,20.19
Arkansas,Black or African American,2019,18,156115,11.530000000000001
Arkansas,White,2019,98,594999,16.47
California,Asian or Pacific Islander,2019,201,1561701,12.87
California,Black or African American,2019,97,782577,12.39
California,White,2019,1425,7447928,19.130000000000003
Colorado,Black or African American,2019,19,98847,19.22
Colorado,White,2019,216,1215068,17.78
Connecticut,American Indian or Alaska Native,2019,0,8463,0
Connecticut,Asian or Pacific Islander,2019,0,51033,0
Connecticut,Black or African American,2019,17,132282,12.850000000000001
Connecticut,White,2019,111,663720,16.72
Delaware,American Indian or Alaska Native,2019,0,2216,0
Delaware,Asian or Pacific Islander,2019,0,11603,0
Delaware,White,2019,24,148645,16.150000000000002
District of Columbia,Black or African American,2019,16,83432,19.180000000000003
Florida,American Indian or Alaska Native,2019,0,31672,0
Florida,Asian or Pacific Islander,2019,29,174382,16.630000000000003
Florida,Black or African American,2019,173,1128455,15.330000000000002
Florida,White,2019,736,3411797,21.57
Georgia,Asian or Pacific Islander,2019,18,141989,12.68
Georgia,Black or African American,2019,137,1054656,12.990000000000002
Georgia,White,2019,320,1620216,19.75
Hawaii,American Indian or Alaska Native,2019,0,1310,0
Hawaii,Asian or Pacific Islander,2019,31,276801,11.200000000000001
Hawaii,Black or African American,2019,0,13696,0
Idaho,Asian or Pacific Islander,2019,0,10631,0
Idaho,White,2019,84,478198,17.57
Illinois,American Indian or Alaska Native,2019,0,26578,0
Illinois,Asian or Pacific Islander,2019,36,203509,17.69
Illinois,Black or African American,2019,77,574381,13.41
Illinois,White,2019,497,2418856,20.55
Indiana,American Indian or Alaska Native,2019,0,9912,0
Indiana,Black or African American,2019,22,251966,8.73
Indiana,White,2019,249,1461840,17.03
Iowa,American Indian or Alaska Native,2019,0,7755,0
Iowa,White,2019,134,731899,18.31
Kansas,White,2019,119,678244,17.55
Kentucky,Black or African American,2019,19,131664,14.430000000000001
Kentucky,White,2019,203,974723,20.830000000000002
Louisiana,American Indian or Alaska Native,2019,0,12006,0
Louisiana,Black or African American,2019,65,479721,13.55
Louisiana,White,2019,140,706389,19.82
Maine,American Indian or Alaska Native,2019,0,3155,0
Maine,Asian or Pacific Islander,2019,0,5252,0
Maine,White,2019,59,266057,22.180000000000003
Maryland,American Indian or Alaska Native,2019,0,14760,0
Maryland,Asian or Pacific Islander,2019,21,118858,17.669999999999998
Maryland,Black or African American,2019,80,538305,14.86
Maryland,White,2019,152,862532,17.62
Massachusetts,American Indian or Alaska Native,2019,0,12278,0
Massachusetts,Asian or Pacific Islander,2019,20,137126,14.590000000000002
Massachusetts,Black or African American,2019,34,211578,16.07
Massachusetts,White,2019,222,1243044,17.86
Michigan,Black or African American,2019,57,463313,12.3
Michigan,White,2019,312,1865994,16.72
Minnesota,Asian or Pacific Islander,2019,24,105613,22.72
Minnesota,Black or African American,2019,27,181845,14.850000000000001
Minnesota,White,2019,228,1145609,19.900000000000002
Mississippi,Black or African American,2019,40,344829,11.600000000000001
Mississippi,White,2019,70,426889,16.400000000000002
Missouri,American Indian or Alaska Native,2019,0,13470,0
Missouri,Black or African American,2019,29,248951,11.65
Missouri,White,2019,226,1240874,18.21
Montana,Black or African American,2019,0,4458,0
Montana,White,2019,44,219932,20.01
Nebraska,White,2019,93,460166,20.21
Nevada,White,2019,114,562001,20.28
New Hampshire,American Indian or Alaska Native,2019,0,1299,0
New Hampshire,White,2019,52,273695,19
New Jersey,Asian or Pacific Islander,2019,30,253100,11.850000000000001
New Jersey,Black or African American,2019,50,412669,12.120000000000001
New Jersey,White,2019,328,1582400,20.730000000000004
New Mexico,White,2019,82,425025,19.290000000000003
New York,Asian or Pacific Islander,2019,81,461797,17.540000000000003
New York,Black or African American,2019,141,1003547,14.05
New York,White,2019,653,3215266,20.310000000000002
North Carolina,Black or African American,2019,84,687775,12.21
North Carolina,White,2019,341,1736058,19.64
North Dakota,Asian or Pacific Islander,2019,0,4390,0
North Dakota,White,2019,33,171582,19.230000000000004
Ohio,American Indian or Alaska Native,2019,0,12487,0
Ohio,Black or African American,2019,74,539728,13.71
Ohio,White,2019,483,2296637,21.03
Oklahoma,American Indian or Alaska Native,2019,26,157428,16.52
Oklahoma,White,2019,142,753851,18.84
Oregon,White,2019,147,838375,17.53
Pennsylvania,Asian or Pacific Islander,2019,17,146357,11.620000000000001
Pennsylvania,Black or African American,2019,68,524008,12.980000000000002
Pennsylvania,White,2019,474,2363705,20.05
Rhode Island,American Indian or Alaska Native,2019,0,5454,0
Rhode Island,Asian or Pacific Islander,2019,0,12246,0
Rhode Island,White,2019,31,196445,15.780000000000001
South Carolina,Black or African American,2019,59,403430,14.62
South Carolina,White,2019,124,804895,15.41
South Dakota,White,2019,33,189029,17.46
Tennessee,American Indian or Alaska Native,2019,0,11148,0
Tennessee,Black or African American,2019,27,365704,7.38
Tennessee,White,2019,223,1284492,17.36
Texas,Asian or Pacific Islander,2019,82,457677,17.919999999999998
Texas,Black or African American,2019,168,1189038,14.130000000000003
Texas,White,2019,1298,6513132,19.930000000000003
Utah,White,2019,187,957260,19.53
Vermont,American Indian or Alaska Native,2019,0,698,0
Vermont,Black or African American,2019,0,4242,0
Vermont,White,2019,25,130399,19.169999999999998
Virginia,Asian or Pacific Islander,2019,20,175328,11.41
Virginia,Black or African American,2019,84,502594,16.71
Virginia,White,2019,257,1438099,17.87
Washington,Asian or Pacific Islander,2019,39,212442,18.36
Washington,Black or African American,2019,25,141101,17.72
Washington,White,2019,283,1444077,19.6
West Virginia,American Indian or Alaska Native,2019,0,960,0
West Virginia,Asian or Pacific Islander,2019,0,4267,0
West Virginia,White,2019,73,381741,19.12
Wisconsin,Black or African American,2019,30,160661,18.669999999999998
Wisconsin,White,2019,216,1197499,18.040000000000003
Wyoming,Asian or Pacific Islander,2019,0,1929,0
Wyoming,Black or African American,2019,0,3531,0
Wyoming,White,2019,24,135975,17.650000000000002
Alabama,Black or African American,2020,57,391941,14.540000000000001
Alabama,White,2020,131,826614,15.850000000000001
Alaska,White,2020,16,117242,13.65
Arizona,Asian or Pacific Islander,2020,16,80848,19.790000000000003
Arizona,Black or African American,2020,19,143429,13.25
Arizona,White,2020,264,1434741,18.400000000000002
Arkansas,Black or African American,2020,17,155216,10.950000000000001
Arkansas,White,2020,95,591603,16.06
California,American Indian or Alaska Native,2020,17,240333,7.07
California,Asian or Pacific Islander,2020,222,1560012,14.230000000000002
California,Black or African American,2020,112,776805,14.42
California,White,2020,1341,7334689,18.28
Colorado,Black or African American,2020,23,99569,23.1
Colorado,White,2020,218,1204428,18.1
Connecticut,American Indian or Alaska Native,2020,0,8780,0
Connecticut,Black or African American,2020,20,132663,15.080000000000002
Connecticut,White,2020,124,654080,18.96
Delaware,American Indian or Alaska Native,2020,0,2301,0
Delaware,White,2020,32,148242,21.590000000000003
District of Columbia,American Indian or Alaska Native,2020,0,1503,0
District of Columbia,Asian or Pacific Islander,2020,0,5813,0
District of Columbia,White,2020,20,51036,39.19
Florida,Asian or Pacific Islander,2020,26,177294,14.66
Florida,Black or African American,2020,138,1127576,12.240000000000002
Florida,White,2020,703,3414585,20.590000000000003
Georgia,Asian or Pacific Islander,2020,24,144060,16.66
Georgia,Black or African American,2020,148,1053888,14.040000000000001
Georgia,White,2020,325,1607294,20.22
Hawaii,American Indian or Alaska Native,2020,0,1398,0
Hawaii,Asian or Pacific Islander,2020,41,273359,15
Idaho,Asian or Pacific Islander,2020,0,10985,0
Idaho,White,2020,74,481070,15.380000000000003
Illinois,American Indian or Alaska Native,2020,0,26852,0
Illinois,Asian or Pacific Islander,2020,41,203304,20.17
Illinois,Black or African American,2020,71,566904,12.520000000000001
Illinois,White,2020,457,2380165,19.200000000000003
Iowa,White,2020,124,727154,17.05
Kansas,White,2020,107,672143,15.92
Kentucky,American Indian or Alaska Native,2020,0,3771,0
Kentucky,Black or African American,2020,20,132243,15.12
Kentucky,White,2020,178,968195,18.380000000000003
Louisiana,American Indian or Alaska Native,2020,0,12049,0
Louisiana,Black or African American,2020,68,474046,14.340000000000002
Louisiana,White,2020,125,699590,17.87
Maine,American Indian or Alaska Native,2020,0,3178,0
Maine,Black or African American,2020,0,12035,0
Maine,White,2020,57,263732,21.61
Maryland,Black or African American,2020,75,536082,13.990000000000002
Maryland,White,2020,134,856490,15.65
Massachusetts,American Indian or Alaska Native,2020,0,12478,0
Massachusetts,Asian or Pacific Islander,2020,17,137212,12.39
Massachusetts,Black or African American,2020,28,211912,13.21
Massachusetts,White,2020,192,1216730,15.780000000000001
Michigan,Asian or Pacific Islander,2020,19,101206,18.77
Michigan,Black or African American,2020,50,461137,10.840000000000002
Michigan,White,2020,287,1843937,15.56
Minnesota,Asian or Pacific Islander,2020,20,106415,18.790000000000003
Minnesota,Black or African American,2020,30,184835,16.23
Minnesota,White,2020,204,1138433,17.919999999999998
Mississippi,American Indian or Alaska Native,2020,0,6560,0
Mississippi,Black or African American,2020,36,339840,10.590000000000002
Mississippi,White,2020,60,421520,14.230000000000002
Missouri,American Indian or Alaska Native,2020,0,13730,0
Missouri,Black or African American,2020,30,248453,12.07
Missouri,White,2020,197,1233453,15.969999999999999
Montana,Asian or Pacific Islander,2020,0,3286,0
Montana,Black or African American,2020,0,4621,0
Montana,White,2020,35,220469,15.880000000000003
Nebraska,American Indian or Alaska Native,2020,0,15871,0
Nebraska,White,2020,80,458176,17.46
Nevada,White,2020,106,559220,18.95
New Hampshire,American Indian or Alaska Native,2020,0,1333,0
New Hampshire,White,2020,49,270468,18.12
New Jersey,American Indian or Alaska Native,2020,0,23477,0
New Jersey,Asian or Pacific Islander,2020,38,254285,14.940000000000001
New Jersey,Black or African American,2020,58,414414,14
New Jersey,White,2020,314,1570101,20
New Mexico,White,2020,59,419875,14.05
New York,Asian or Pacific Islander,2020,67,459885,14.57
New York,Black or African American,2020,149,998093,14.930000000000001
New York,White,2020,638,3165681,20.150000000000002
North Carolina,Asian or Pacific Islander,2020,17,115122,14.77
North Carolina,Black or African American,2020,77,684749,11.240000000000002
North Carolina,White,2020,320,1723110,18.57
North Dakota,Asian or Pacific Islander,2020,0,4509,0
North Dakota,White,2020,27,172456,15.66
Ohio,Black or African American,2020,63,539695,11.670000000000002
Ohio,White,2020,431,2273547,18.96
Oklahoma,American Indian or Alaska Native,2020,27,155472,17.37
Oklahoma,White,2020,111,751738,14.77
Oregon,White,2020,156,831132,18.77
Pennsylvania,American Indian or Alaska Native,2020,0,22094,0
Pennsylvania,Asian or Pacific Islander,2020,25,148922,16.790000000000003
Pennsylvania,Black or African American,2020,59,523135,11.280000000000001
Pennsylvania,White,2020,405,2340961,17.3
Rhode Island,American Indian or Alaska Native,2020,0,5578,0
Rhode Island,Asian or Pacific Islander,2020,0,12329,0
Rhode Island,White,2020,30,193946,15.469999999999999
South Carolina,Black or African American,2020,57,402213,14.17
South Carolina,White,2020,119,805431,14.77
South Dakota,Asian or Pacific Islander,2020,0,5112,0
South Dakota,White,2020,33,189235,17.44
Tennessee,American Indian or Alaska Native,2020,0,11653,0
Tennessee,Black or African American,2020,42,365642,11.490000000000002
Tennessee,White,2020,211,1282936,16.45
Texas,Asian or Pacific Islander,2020,73,467368,15.62
Texas,Black or African American,2020,181,1204256,15.030000000000001
Texas,White,2020,1235,6500611,19
Utah,White,2020,204,955180,21.36
Vermont,American Indian or Alaska Native,2020,0,709,0
Vermont,Asian or Pacific Islander,2020,0,3979,0
Vermont,White,2020,30,128923,23.27
Virginia,American Indian or Alaska Native,2020,0,14931,0
Virginia,Asian or Pacific Islander,2020,19,176716,10.75
Virginia,Black or African American,2020,56,502247,11.15
Virginia,White,2020,224,1431149,15.65
Washington,Asian or Pacific Islander,2020,45,217007,20.740000000000002
Washington,Black or African American,2020,20,143419,13.950000000000001
Washington,White,2020,277,1438392,19.26
West Virginia,American Indian or Alaska Native,2020,0,1012,0
West Virginia,White,2020,79,376620,20.980000000000004
Wisconsin,Black or African American,2020,22,159517,13.790000000000001
Wisconsin,White,2020,211,1186800,17.78
Wyoming,Asian or Pacific Islander,2020,0,2003,0
Wyoming,Black or African American,2020,0,3619,0
Wyoming,White,2020,36,135268,26.610000000000003
Alabama,American Indian or Alaska Native,2021,0,9506,0
Alabama,Black or African American,2021,39,389834,10
Alabama,White,2021,99,824289,12.01
Alaska,Black or African American,2021,0,12962,0
Alaska,White,2021,18,115556,15.580000000000002
Arizona,Black or African American,2021,18,145374,12.38
Arizona,White,2021,262,1416924,18.490000000000002
Arkansas,American Indian or Alaska Native,2021,0,10790,0
Arkansas,Black or African American,2021,24,154051,15.580000000000002
Arkansas,White,2021,98,588090,16.66
California,Asian or Pacific Islander,2021,208,1527492,13.62
California,Black or African American,2021,98,758296,12.92
California,White,2021,1313,7112818,18.46
Colorado,Black or African American,2021,17,100471,16.919999999999998
Colorado,White,2021,189,1177529,16.05
Connecticut,American Indian or Alaska Native,2021,0,9876,0
Connecticut,Black or African American,2021,20,134112,14.91
Connecticut,White,2021,117,649545,18.01
Delaware,American Indian or Alaska Native,2021,0,2316,0
Delaware,White,2021,20,147035,13.600000000000001
District of Columbia,American Indian or Alaska Native,2021,0,1749,0
District of Columbia,Asian or Pacific Islander,2021,0,6254,0
Florida,Asian or Pacific Islander,2021,26,179841,14.46
Florida,Black or African American,2021,164,1121289,14.630000000000003
Florida,White,2021,696,3404397,20.44
Georgia,American Indian or Alaska Native,2021,0,20707,0
Georgia,Black or African American,2021,152,1045169,14.540000000000001
Georgia,White,2021,329,1587315,20.730000000000004
Hawaii,American Indian or Alaska Native,2021,0,1391,0
Hawaii,Asian or Pacific Islander,2021,37,269585,13.719999999999999
Idaho,American Indian or Alaska Native,2021,0,13435,0
Idaho,White,2021,79,486853,16.23
Illinois,Asian or Pacific Islander,2021,41,201246,20.37
Illinois,Black or African American,2021,69,554796,12.440000000000001
Illinois,White,2021,431,2322963,18.55
Iowa,White,2021,128,718640,17.81
Kansas,American Indian or Alaska Native,2021,0,14083,0
Kansas,White,2021,98,663140,14.780000000000001
Kentucky,Black or African American,2021,17,132162,12.86
Kentucky,White,2021,188,955790,19.67
Louisiana,Black or African American,2021,59,466637,12.64
Louisiana,White,2021,128,689223,18.57
Maine,Black or African American,2021,0,12499,0
Maine,White,2021,57,260850,21.85
Maryland,Asian or Pacific Islander,2021,22,119204,18.46
Maryland,Black or African American,2021,55,529233,10.39
Maryland,White,2021,107,843509,12.690000000000001
Massachusetts,Black or African American,2021,27,214913,12.56
Massachusetts,White,2021,208,1193672,17.430000000000003
Michigan,Black or African American,2021,59,455315,12.96
Michigan,White,2021,283,1800237,15.719999999999999
Minnesota,Black or African American,2021,33,187207,17.630000000000003
Minnesota,White,2021,186,1117897,16.64
Mississippi,American Indian or Alaska Native,2021,0,6605,0
Mississippi,Black or African American,2021,42,333957,12.58
Mississippi,White,2021,80,416798,19.19
Missouri,Black or African American,2021,32,247023,12.950000000000001
Missouri,White,2021,197,1222707,16.11
Montana,Asian or Pacific Islander,2021,0,3414,0
Montana,Black or African American,2021,0,4753,0
Montana,White,2021,37,221132,16.73
Nebraska,White,2021,80,451851,17.7
Nevada,White,2021,76,549646,13.830000000000002
New Hampshire,American Indian or Alaska Native,2021,0,1324,0
New Hampshire,Asian or Pacific Islander,2021,0,12046,0
New Hampshire,Black or African American,2021,0,10595,0
New Hampshire,White,2021,52,265072,19.62
New Jersey,Asian or Pacific Islander,2021,53,253564,20.900000000000002
New Jersey,Black or African American,2021,62,412662,15.02
New Jersey,White,2021,318,1539461,20.66
New Mexico,White,2021,63,409838,15.37
New York,Asian or Pacific Islander,2021,86,454894,18.91
New York,Black or African American,2021,164,972688,16.86
New York,White,2021,608,3088667,19.680000000000003
North Carolina,Asian or Pacific Islander,2021,20,118354,16.900000000000002
North Carolina,Black or African American,2021,80,686863,11.65
North Carolina,White,2021,303,1716461,17.650000000000002
North Dakota,White,2021,32,171595,18.650000000000002
Ohio,Black or African American,2021,78,537846,14.5
Ohio,White,2021,447,2225550,20.080000000000002
Oklahoma,American Indian or Alaska Native,2021,34,155025,21.930000000000003
Oklahoma,Black or African American,2021,23,125689,18.3
Oklahoma,White,2021,143,747152,19.14
Oregon,White,2021,150,815990,18.380000000000003
Pennsylvania,Asian or Pacific Islander,2021,19,152214,12.48
Pennsylvania,Black or African American,2021,74,523344,14.14
Pennsylvania,White,2021,410,2319023,17.680000000000003
Rhode Island,American Indian or Alaska Native,2021,0,5820,0
Rhode Island,Asian or Pacific Islander,2021,0,12137,0
Rhode Island,White,2021,26,189490,13.719999999999999
South Carolina,American Indian or Alaska Native,2021,0,9560,0
South Carolina,Black or African American,2021,53,399534,13.27
South Carolina,White,2021,123,806299,15.25
South Dakota,Asian or Pacific Islander,2021,0,5269,0
South Dakota,White,2021,32,188660,16.96
Tennessee,American Indian or Alaska Native,2021,0,12079,0
Tennessee,Black or African American,2021,59,362587,16.27
Tennessee,White,2021,248,1277565,19.41
Texas,Asian or Pacific Islander,2021,100,472589,21.16
Texas,Black or African American,2021,157,1218055,12.89
Texas,White,2021,1258,6453319,19.490000000000002
Utah,American Indian or Alaska Native,2021,0,21788,0
Utah,White,2021,225,949706,23.69
Vermont,American Indian or Alaska Native,2021,0,721,0
Vermont,Asian or Pacific Islander,2021,0,3901,0
Vermont,White,2021,21,127171,16.51
Virginia,American Indian or Alaska Native,2021,0,15207,0
Virginia,Asian or Pacific Islander,2021,16,176500,9.07
Virginia,Black or African American,2021,42,498109,8.43
Virginia,White,2021,186,1414561,13.15
Washington,Asian or Pacific Islander,2021,41,218094,18.8
Washington,Black or African American,2021,19,143780,13.21
Washington,White,2021,245,1402596,17.47
West Virginia,American Indian or Alaska Native,2021,0,1026,0
West Virginia,White,2021,62,371266,16.7
Wisconsin,Black or African American,2021,28,158309,17.69
Wisconsin,White,2021,188,1157851,16.240000000000002
Wyoming,Asian or Pacific Islander,2021,0,1974,0
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
